url,category,title,description,author,published_date,image_url,content_length,subjects
https://kids.nationalgeographic.com/geography/countries/article/china,unknown,China,"Stretching 3,100 miles (5,000 kilometers) from east to west and 3,400 miles (5,500 kilometers) from north to south, China is a large country with widely varying landscapes.",Unknown,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",4081,Ancient China
https://kids.nationalgeographic.com/nature/habitats/article/ocean,unknown,Ocean Habitat,From outer space Earth looks like an awesome blue marble. That’s because most of Earth’s surface—more than 70 percent—is covered by oceans.,Avery Hurt,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",4496,Habitat
https://kids.nationalgeographic.com/books/article/ultimate-book-of-sharks,books,Ultimate Book of Sharks,Dive into the wild world of sharks with the Nat Geo photographer and Explorer Brian Skerry.,Unknown,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",241,
https://kids.nationalgeographic.com/geography/countries/article/united-kingdom,unknown,United Kingdom,"Located off the northwest coast of Europe, the United Kingdom includes England, Scotland, Wales, and Northern Ireland.",Kay Boatner,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",3785,
https://kids.nationalgeographic.com/geography/countries/article/france,unknown,France,"France, the largest country in Western Europe, has long been a gateway between the continent's northern and southern regions.",Unknown,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2429,
https://kids.nationalgeographic.com/history/article/thomas-jefferson,history,Thomas Jefferson,Third president of the United States,Unknown,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",4137,American Revolution
https://kids.nationalgeographic.com/geography/countries/article/united-states,unknown,United States,The United States of America is the world's third largest country in size and nearly the third largest in terms of population.,Unknown,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",14109,National Parks
https://kids.nationalgeographic.com/nature/article/yellowstone,nature,Yellowstone National Park,,Andrea Silen,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=",2966,
https://kids.nationalgeographic.com/history/article/richard-nixon,history,Richard Nixon,37th president of the United States,Unknown,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",6164,
https://kids.nationalgeographic.com/nature/habitats/article/freshwater,unknown,Freshwater Habitat,An alligator dozes on a log. A heron soars overhead and lands in the reeds a safe distance away. Sploop! A frog jumps into the water while insects buzz and chirp. This freshwater habitat is a busy place!,Avery Hurt,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",3147,Habitat
https://kids.nationalgeographic.com/animals/article/comeback-critter-florida-manatee,animals,Comeback critter: Florida manatee,​Locals take action to make sure these marine mammals are on the rise.,Allyson Shaw,,https://i.natgeofe.com/k/7fbea5c9-43a4-4f36-89b1-e090de55e52f/Annie_Manatees_Comeback-Critters_KIDS_0323.jpg?w=374&h=267,3248,"Wildlife Conservation, Endangered Species"
https://kids.nationalgeographic.com/magazine/article/science-bloopers,magazine,Science bloopers,Even scientists goof up sometimes! These Nat Geo Explorers share some of their wildest slipups and hardest fails.,Allyson Shaw,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",3991,"Excrement, Whales, Lion, Frogs"
https://kids.nationalgeographic.com/animals/fish/article/surprising-sharks,unknown,Surprising sharks,Dive in to discover seven species of sharks with mind-blowing traits.,Allyson Shaw,,https://i.natgeofe.com/k/64a17a68-7f3b-4246-850c-af430ab3d966/great-white-og.jpg?w=374&h=218,5163,Animal Behavior
https://kids.nationalgeographic.com/nature/save-the-earth/article/save-animals,unknown,Save animals!,You can help these critters. Find out how.,Allyson Shaw,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2080,"Habitat Loss, Activism"
https://kids.nationalgeographic.com/nature/kids-vs-plastic/article/10-tips-to-reduce-your-plastic-use,unknown,10 tips to reduce your plastic use,"Want to save the Earth and its oceans? Eat ice cream in a cone! Seriously, single-use plastic items like ice cream spoons account for more than 40 percent of plastic waste, and each year about 8.8 million tons of plastic trash flows into the ocean. And that waste endangers wildlife. But solving the plastic problem can be as easy as getting your sweet treat in a cone. Check out our top 10 quick tips to reduce your single-use plastic pollution today!",Allyson Shaw,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2286,
https://kids.nationalgeographic.com/nature/save-the-earth/article/13-ways-to-save-the-earth-from-climate-change,unknown,13 ways to save the Earth from climate change,Easy ways to help,Allyson Shaw,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",3721,
https://kids.nationalgeographic.com/nature/save-the-earth/article/13-ways-to-save-the-earth-from-declining-biodiversity,unknown,13 ways to save the Earth from declining biodiversity,See how you can make a difference.,Allyson Shaw,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",3630,
https://kids.nationalgeographic.com/nature/save-the-earth/article/13-ways-to-save-the-earth-from-pollution,unknown,13 ways to save the Earth from pollution,"You might use plastic water bottles, yogurt cups, and straws for just a day, but they can remain in the environment for years. And that pollution can harm habitats and the animals that live there. Cut down Earth’s trash with these tips.",Allyson Shaw,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2655,
https://kids.nationalgeographic.com/nature/save-the-earth/article/13-ways-to-save-the-earth-from-habitat-destruction,unknown,13 ways to save the Earth from habitat destruction,Your actions make a difference!,Allyson Shaw,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",3512,
https://kids.nationalgeographic.com/homework-help/article/how-to-be-an-expert-fact-checker,homework-help,How to be an expert fact-checker,Professional fact-checkers—people who make sure newspaper articles and magazine stories are correct before they're published—say that looking beyond the story is the real secret to finding the truth. Use these truth-telling tips to know if what you're reading is for real.,Unknown,,https://i.natgeofe.com/k/23093ed5-0757-4a84-ab1c-eb737e2ea10c/fact-checking.jpg?w=374&h=249,2970,"Journalism, Books"
https://kids.nationalgeographic.com/homework-help/article/how-to-write-a-country-report,homework-help,How to write a country report,Writing a report on a foreign nation or your own country is a great way to better understand and appreciate how people in other parts of the world live. Get started on your voyage with tips from the Nat Geo Kids Almanac.,Unknown,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",1541,"Research, Schools"
https://kids.nationalgeographic.com/homework-help/article/how-to-read-map-symbols,homework-help,How to read map symbols,,Unknown,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",1257,Schools
https://kids.nationalgeographic.com/homework-help/article/write-a-letter-that-gets-results,homework-help,Write a letter that gets results,,Unknown,,https://i.natgeofe.com/k/0d8323ab-3b0c-4864-a264-81139d7fa134/homework-help-write-letter.jpg?w=374&h=249,2222,
https://kids.nationalgeographic.com/homework-help/article/how-to-write-a-perfect-essay,homework-help,How to write a perfect essay,,Unknown,,https://i.natgeofe.com/k/af9546d0-79d6-470a-a7ab-2eaf47d3b8b0/homework-help-essay-boy.jpg?w=374&h=249,2490,"Children, Schools"
https://kids.nationalgeographic.com/nature/kids-vs-plastic/article/lunch-bag,unknown,Lunch Bag,"Help keep the Earth healthy by ditching single-use plastic items. Make a reusable bag to carry your lunch so you don't have to buy plastic bags and boxes, which take up landfill space.",Ella Schwartz,,https://i.natgeofe.com/k/a32e5ca3-06bb-40a1-b379-3f930ffb8ede/lunch-bag-final.jpg?w=374&h=249,1942,
https://kids.nationalgeographic.com/nature/kids-vs-plastic/article/paper-straws,unknown,Paper Straws,"Help keep the Earth healthy by ditching single-use plastic items. You can make a paper straw to use instead of a plastic one, which is one of the top items found at beach cleanups and can hurt ocean animals that mistake them for food.",Allyson Shaw,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",1361,
https://kids.nationalgeographic.com/history/article/statue-of-liberty,history,Statue of Liberty,,Peter Winkler,,https://i.natgeofe.com/k/5b396b5e-59e7-43a6-9448-708125549aa1/new-york-statue-of-liberty.jpg?w=374&h=210,2805,"Monuments, Authors"
https://kids.nationalgeographic.com/history/article/sojourner-truth,history,Sojourner Truth,How this former enslaved person spoke out against injustice,C.M. Tomlin,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",1019,"History and Civilization, Slavery"
https://kids.nationalgeographic.com/history/article/abraham-lincoln,history,Abraham Lincoln,16th president of the United States,Unknown,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",5248,American Civil War
https://kids.nationalgeographic.com/history/article/susan-b-anthony,history,Susan B. Anthony,The woman who helped fight for women’s right to vote,Johnna Rizzo,,https://i.natgeofe.com/k/e4a01636-ee81-4111-94c6-2c19875f0533/anthony-stanton.jpg?w=374&h=210,2568,"History and Civilization, Civil Rights"
https://kids.nationalgeographic.com/history/article/equality-in-schools-title-ix-and-the-fight-for-womens-rights,history,Equality in schools: Title IX and the fight for women’s rights,A civil rights law called Title IX makes sure girls have the same opportunities as boys in schools. Here’s how the 1972 act was passed.,Laura Goertzel,,https://i.natgeofe.com/k/63e4562f-bf30-4870-8b7b-5e2fdb793153/OG_Girls-Lacrosse_TitleIX_KIDS_0622.jpg?w=374&h=250,5709,"Law and Legislation, Civil Rights"
https://kids.nationalgeographic.com/5-reasons-why/article/5-reasons-why-you-should-love-earth,5-reasons-why,5 reasons why you should love Earth,Get the dirt on our planet and what makes it so awesome.,Allyson Shaw,,https://i.natgeofe.com/k/fbca57dd-061f-4a27-a4eb-d0d0fd42cb4b/ww-hearts-nature-reef.jpg?w=374&h=210,1905,
https://kids.nationalgeographic.com/nature/article/facts-on-fish,nature,Facts on Fish,,Unknown,,https://i.natgeofe.com/k/9cde748d-f438-415c-b20d-13ece8b06f4e/fishing-facts.jpg?w=374&h=210,2232,
https://kids.nationalgeographic.com/history/article/three-branches-of-government,history,Three branches of government,"There are three sections, or branches, of the U.S. government. Find out what they are and how they work together through the system known as checks and balances.",Unknown,,https://i.natgeofe.com/k/de6404e0-95db-44d9-addf-e0e2e4594911/DC-monuments.jpg?w=374&h=210,1984,
https://kids.nationalgeographic.com/history/article/thurgood-marshall,history,Thurgood Marshall,How the first black Supreme Court justice changed children’s lives,C.M. Tomlin,,https://i.natgeofe.com/k/707f7bd9-ab53-497c-a0dd-d6c856cd0e3d/thurgood-marshall-supreme-court.jpg?w=374&h=210,1681,"African Americans, History and Civilization, Law and Legislation"
https://kids.nationalgeographic.com/history/article/us-government-glossary,history,Glossary of terms about the U.S. government,Get definitions of unfamiliar words about the presidency and branches of government.,Unknown,,https://i.natgeofe.com/k/2e6d6a06-3b28-4533-ba04-d80481bb4ed4/glossary.jpg?w=374&h=250,1328,"Books, Children, U.S. Presidents"
https://kids.nationalgeographic.com/history/article/barack-obama,history,Barack Obama,44th president of the United States,Unknown,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",7894,African Americans
https://kids.nationalgeographic.com/science/article/black-inventors-and-pioneers-of-science,science,Making History: African American Pioneers of Science,Learn about these inspiring men and women.,Unknown,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",4859,African Americans
https://kids.nationalgeographic.com/history/article/black-history-month,history,Black History Month,"Every February, people in the United States celebrate the achievements and history of African Americans as part of Black History Month.",Kay Boatner,,https://i.natgeofe.com/k/4bdbd888-c730-48c7-b3df-38ca1019fcd9/black-history-month-1.jpg?w=374&h=210,2582,"Modern History, People and Culture, Activism, Protest, Arts, Discrimination, Racism, Ethnicity, African Americans, Human Rights, Civil Rights, Slavery, Peace"
https://kids.nationalgeographic.com/history/article/march-on-washington,history,1963 March On Washington,A historic demonstration gained freedoms for Black Americans,Elizabeth Hilfrank,,https://i.natgeofe.com/k/7865b68a-4a2b-4527-b775-76a56dd83862/washington-marching.jpg?w=374&h=243,6935,"Protest, Discrimination, Human Rights, Modern History, Race"
https://kids.nationalgeographic.com/wacky-weekend/article/animal-costumes,wacky-weekend,Wacky Weekend: Animal Costumes,Humans aren't the only ones dressing up for Halloween. Dogs and cats are trick-or-treating as well! Check out animals wearing wacky costumes in the photo gallery below.,Unknown,,https://i.natgeofe.com/k/68793d30-a175-43e2-95c8-4a4383044a2c/ww-animal-costumes-woody.jpg?w=374&h=210,79,"Fall, Emotions"
https://kids.nationalgeographic.com/pages/article/how-to-keep-your-pets-safe-on-halloween,pages,Keep your pets safe on Halloween,"How to make sure your furry family members have a ""spook-tacular"" holiday",Allyson Shaw,,https://i.natgeofe.com/k/16622d44-acac-4bc3-9b62-c34be5943676/Halloweenpettips1.png?w=374&h=249,1357,Pets
https://kids.nationalgeographic.com/books/article/future-pets,books,Future pets,Check out what your animal companions might look like many years from now.,Stephanie Warren Drimmer,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",3306,"Technology, Math"
https://kids.nationalgeographic.com/history/article/presidential-pets,history,Pets in Chief,You won't believe some of the animals that presidents and their families have kept as furry friends.,Rose Davidson,,https://i.natgeofe.com/k/e2874018-0775-49f5-890d-784aa4ec22bc/bo-sunny-white-house.jpg?w=374&h=210,3129,"Pets, U.S. Presidents"
https://kids.nationalgeographic.com/pages/article/which-pet-to-choose,pages,Which pet to choose?,,Unknown,,https://i.natgeofe.com/k/3009bace-9daf-4c82-9e60-cb9a48c2c99d/which-pet-cat.jpg?w=374&h=250,2702,
https://kids.nationalgeographic.com/wacky-weekend/article/zany-pets,wacky-weekend,Wacky Weekend: Zany Pets,"Pets can do some pretty funny things! Check out the household animals getting a little silly in the photo gallery below. (These pets like being wacky, but yours may not. Never force your pet to do something it does not want to do.)",Unknown,,https://i.natgeofe.com/k/c1bfd215-d6fc-4bb4-993a-3a516be571b1/ww-pets-parrot.jpg?w=374&h=210,44,"Pets, Felids, Domestic dogs, Animal Training"
https://kids.nationalgeographic.com/moment-of/article/moment-of-meow-2,moment-of,Moment of Meow: Goofy Cats,Meow are you feeling? These cute pics of kittens and cats are sure to make you smile!,Unknown,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=",785,
https://kids.nationalgeographic.com/moment-of/article/moment-of-woof,moment-of,Moment of Woof,"Hot dog! From skillful sheepdogs to cheeky Chihuahuas to mighty mastiffs, these photos of canine companions will get your tail wagging.",Unknown,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=",785,"Photography, Domestic dogs"
https://kids.nationalgeographic.com/moment-of/article/moment-of-meow,moment-of,Moment of Meow,"Whether you have a pet cat or are just a fan of furry felines, you're going to love this photo gallery. Cats can be cuddly, curious, and, of course, cute. Keep clicking to learn more about these funny fur balls.",Unknown,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=",785,
https://kids.nationalgeographic.com/moment-of/article/moment-of-woof-2,moment-of,Moment of Dog,"Dogs come in lots of different shapes, sizes, and colors—and so do these Fido facts and photos.",Unknown,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mNkYAAAAAYAAjCB0C8AAAAASUVORK5CYII=",785,"Mammals, Domestic dogs, Photography"
https://kids.nationalgeographic.com/books/article/puppy-life,books,It's a Puppy's Life,,Unknown,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",243,Books
https://kids.nationalgeographic.com/books/article/somebunny,books,Somebunny Loves Me,,Unknown,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",318,Baby Animals
https://kids.nationalgeographic.com/books/article/dog-science,books,Dog Science Unleashed,,MATTHEW RAKOLA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",5554,Pets
https://kids.nationalgeographic.com/books/article/cat-science,books,Cat Science,Put your kitty to the test!,MATTHEW RAKOLA,,https://i.natgeofe.com/k/3a4904d2-ee7f-44ff-a86f-9f0b9be5704b/cat-science-wiffle-promo.jpg?w=374&h=249,1937,Domestic Cat
https://kids.nationalgeographic.com/pages/article/photo-tips-pet-photography,pages,Photo Tips: Perfect Pet Portraits,,Unknown,,https://i.natgeofe.com/k/2a6df74f-3d4a-4800-afdf-675edb156a49/pet-phototips-1.jpg?w=374&h=210,2729,Pets
https://kids.nationalgeographic.com/nature/kids-vs-plastic/article/cookies-in-a-jar,unknown,Cookies in a Jar,"Help keep the Earth healthy by ditching single-use plastic items. Make gifts to share with your friends, family, and teachers instead of buying something from the store, which might come wrapped in plastic. Want more holiday gift ideas? Download a guide to plastic-free gift giving!",Ella Schwartz,,https://i.natgeofe.com/k/8aac499c-f1d2-4a52-aee9-3714f95c7ccb/cookie-gift-promo.jpg?w=374&h=249,1453,
https://kids.nationalgeographic.com/nature/kids-vs-plastic/article/pollution-1,unknown,Plastic Pollution,What's the problem?,Allyson Shaw,,https://i.natgeofe.com/k/cd00fef7-201a-4b64-bac9-0ca825b45885/sea-turtle-with-plastic.jpg?w=374&h=210,2670,
https://kids.nationalgeographic.com/nature/article/clean-it-up,nature,Clean it up,Helping the planet can start right on your street. Here's how to organize your own neighborhood cleanup!,Unknown,,https://i.natgeofe.com/k/3519980b-ba58-456d-b691-2ed516c223e0/clean-it-up-textimage.jpg?w=374&h=210,1935,
https://kids.nationalgeographic.com/nature/kids-vs-plastic/article/ice-pops,unknown,Ice Pops,"Help keep the Earth healthy by ditching single-use plastic items. Make your own ice pops so you can skip the plastic-wrapped store-bought version. Left in outdoor trash cans, these wrappers can easily be blown into the environment, where animals might mistake them for food.",Ella Schwartz,,https://i.natgeofe.com/k/edee1569-4a63-4161-b9c8-c9863b31c356/ice-pops-final.jpg?w=374&h=249,1397,
https://kids.nationalgeographic.com/nature/kids-vs-plastic/article/cutlery-holder,unknown,Cutlery holder,"Help keep the Earth healthy by ditching single-use plastic items. Make a cutlery holder to carry reusable forks, spoons, and knives so you can skip the plastic utensils. Why? Litter from take-out meals is a common type of trash found during beach cleanups.",Ella Schwartz,,https://i.natgeofe.com/k/ad190daf-3e9f-46d4-b168-ebbc5415304f/cutlery-holder-final.jpg?w=374&h=249,2036,
https://kids.nationalgeographic.com/nature/kids-vs-plastic/article/yogurt,unknown,Yummy Yogurt,Help keep the Earth healthy by ditching single-use plastic items. Make your own yogurt instead of buying it in plastic cups at the store. These plastic containers can be dangerous to wild animals like raccoons and squirrels when they get their heads stuck in them.,Ella Schwartz,,https://i.natgeofe.com/k/6d4a337c-d9c2-48c1-b2c6-3e6799494771/yogurt-final.jpg?w=374&h=249,2070,
https://kids.nationalgeographic.com/nature/kids-vs-plastic/article/paper-beads,unknown,Paper Beads,"Help keep the Earth healthy by ditching single-use plastic items. Make art beads out of old paper products instead of using plastic beads, which animals might mistake for food.",Ella Schwartz,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",1425,
https://kids.nationalgeographic.com/nature/kids-vs-plastic/article/pom-poms,unknown,Pom-Pom Puffs,"Help keep the Earth healthy by ditching single-use plastic items. This month, plan your next party with paper pom-pom decorations instead of balloons. Why? Balloons released into the air or left outside can end up in the ocean, where they might entangle animals or be mistaken for food.",Ella Schwartz,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",1228,
https://kids.nationalgeographic.com/nature/kids-vs-plastic/article/granola-bars,unknown,Granola Bar Goodies,Help keep the Earth healthy by ditching single-use plastic items. Make your own granola bars instead of buying plastic-wrapped snacks. Plastic food wrappers are one of the most commonly found items at beach cleanups. Want to keep snacking? Get your guide to plastic-free treats.,Ella Schwartz,,https://i.natgeofe.com/k/88cc779a-b88c-4811-aecd-b529729605d1/granola-promo.jpg?w=374&h=249,1895,
https://kids.nationalgeographic.com/nature/kids-vs-plastic/article/how-animals-are-affected-by-plastic,unknown,How animals are affected by plastic,Find out how pollution can hurt animals and what you can do to help.,Unknown,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",0,Pollution
https://kids.nationalgeographic.com/crafts/article/animal-coloring-pages,crafts,Animal coloring pages,"Add some color to your favorite animal, then hang up your creation for everyone to see!",Unknown,,https://i.natgeofe.com/k/c7fefe66-fbe7-47c7-9e20-dd47a2912311/hands-color-hires.jpg?w=374&h=249,86,"Animals, Science and Technology"
https://kids.nationalgeographic.com/books/article/stop-motion-movies,books,Stop motion movies,"Stop motion is a special type of animation. It uses real objects—instead of drawings or computer-generated images—to tell a story. The story characters can be people, animals, or even everyday objects. You can make them out of clay or paper or just use some toy figures, puppets, or even friends!",Unknown,,https://i.natgeofe.com/k/1d968cca-b1d2-4bc9-84c3-58b523b6241f/htw-then-and-now-movie-1.jpg?w=374&h=296,2533,"Science and Technology, Technology"
https://kids.nationalgeographic.com/books/article/roman-ice-arch,books,Make a Roman arch,The forces of a Roman arch so strong that arches can stand without any glue or other adhesive holding them together. Try it for yourself!,MATTHEW RAKOLA,,https://i.natgeofe.com/k/b82bc308-90b4-47e1-aa7d-1076cce397ed/make-this-ice-arch-og.jpg?w=374&h=206,3107,Ancient Rome
https://kids.nationalgeographic.com/books/article/guitar,books,Make a guitar,"The guitar is one of the most popular instruments around the world, and different cultures have different variations. The Russian version called is the balalaika. In India it's called the sitar, and in Polynesia it's known as a ukulele. Even though the designs are somewhat different, all the versions make music the same way: by plucking or strumming strings, which creates sound vibrations. Try it for yourself!",MATTHEW RAKOLA,,https://i.natgeofe.com/k/1eb60d49-4117-431e-b53e-791f31af018a/make-this-guitar-og.jpg?w=374&h=258,1739,"Music, Musical Instruments"
https://kids.nationalgeographic.com/books/article/water-wonders,books,Make a water filter,This fun science experiment turns dirty water clean. (Kind of.),Unknown,,https://i.natgeofe.com/k/b696432d-1529-4d98-87b1-c439907b6a5e/how-things-work-wonder-waters-filter-main.jpg?w=374&h=268,2615,Water
https://kids.nationalgeographic.com/books/article/indoor-herb-garden,books,Grow an indoor herb garden,It's easy—and healthy—to grow fresh stuff at home.,Unknown,,https://i.natgeofe.com/k/2a6d8d29-239e-4962-985f-52c811635482/herbgarden.jpg?w=374&h=368,1334,Gardens
https://kids.nationalgeographic.com/books/article/paper-engineering,books,Paper engineering,Discover the kind of engineering involved in designing pop-ups.,MATTHEW RAKOLA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",2079,"Engineering, Engineers"
https://kids.nationalgeographic.com/books/article/watermelon-drum,books,Make musical instruments using fruits and veggies,,Unknown,,https://i.natgeofe.com/k/a3b59dcd-40a4-47c1-ab34-3543322b0b53/watermelon-drum-textimage.jpg?w=374&h=211,997,Fruit
https://kids.nationalgeographic.com/books/article/pinhole-camera,books,Pinhole Camera,"Make a ""camera,"" and learn how a real one works!",Unknown,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",1219,Photography
https://kids.nationalgeographic.com/science/article/blubber-gloves,science,Make blubber gloves,Learn about polar animals' adaptations with this experiment!,MATTHEW RAKOLA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",1965,
https://kids.nationalgeographic.com/pages/article/treasure-hunt,pages,Treasure Hunt,"Create a treasure hunt for your friends, or share this activity with your parents and teachers.",Unknown,,https://i.natgeofe.com/k/f01ed846-1f90-4512-8e90-2a12d48fcfe1/treasure-hunt.jpg?w=374&h=210,1187,
https://kids.nationalgeographic.com/science/article/seed-bombs-and-slingshots,science,Seed bombs and slingshots,,Unknown,,https://i.natgeofe.com/k/74d92bad-a10f-478e-894f-dad8817a33da/seedbombs5.jpg?w=374&h=249,3434,
https://kids.nationalgeographic.com/books/article/make-a-birdbath,books,Make a birdbath,You've probably noticed birds using fountains in the park to take a bath. Make a birdbath for your own yard with this craft from the Nat Geo Kids Get Outside Guide by Nancy Honovich and Julie Beer. Then watch as the birds come by to splish and splash!,Lori Epstein,,https://i.natgeofe.com/k/1916a651-14a3-4f4d-a33d-799ce5aff1bc/backyard-gallery-bird.jpg?w=374&h=210,1127,Birds
https://kids.nationalgeographic.com/books/article/create-compost,books,Create a compost,Make your own composting bin at home.,Unknown,,https://i.natgeofe.com/k/fb586a58-93f7-4c98-97db-df319c5b90ba/create-compost-textimage.jpg?w=374&h=210,1767,"Recycling, Trash"
https://kids.nationalgeographic.com/science/article/make-a-life-list-of-animals,science,Make a life list of animals,Tips on keeping track of the animals you see.,Unknown,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",1380,"Wildlife, Biodiversity"
https://kids.nationalgeographic.com/nature/article/plant-a-garden,nature,Plant a garden,"With a little bit of care, you and your family can enjoy tomatoes or flowers that you grew together.",Unknown,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",1254,Food
https://kids.nationalgeographic.com/nature/article/make-a-paper-boat,nature,Make a paper boat,,Lori Epstein,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",1236,
https://kids.nationalgeographic.com/pages/article/awesome-outdoor-shots,pages,Take awesome outdoor shots,"The outdoors is one photo studio everyone can use! To help you get your best shots while you're out exploring nature, we've asked wildlife photographer Gabby Salazar to share a few photo secrets.",Gabby Salazar,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",1528,"Photography Tips, Exploration"
https://kids.nationalgeographic.com/books/article/make-an-ice-sun-catcher,books,Make an ice sun catcher,"When the cold winter days arrive, go outside and decorate with this craft from the Nat Geo Kids Get Outside Guide by Nancy Honovich and Julie Beer! Dangle a natural ice sculpture in your yard, at school, or leave one as a treat for your neighbors. Just like a snowflake, no two sun catchers are alike. Get creative!",Lori Epstein,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",636,
