url,title,description,author,published_date,image_url,content_length,subjects
https://kids.nationalgeographic.com/animals/article/comeback-critter-florida-manatee,Comeback critter: Florida manatee,​Locals take action to make sure these marine mammals are on the rise.,Allyson Shaw,,https://i.natgeofe.com/k/7fbea5c9-43a4-4f36-89b1-e090de55e52f/Annie_Manatees_Comeback-Critters_KIDS_0323.jpg?w=374&h=267,3248,"Wildlife Conservation, Endangered Species"
https://kids.nationalgeographic.com/animals/article/fat-bear-week,Fat Bear Week,"Get the inside scoop on how these brown bears pack on the pounds to prepare for winter, and see before-and-after pictures of fat bears!",McKenna Becker,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",5724,"Sleep, National Parks"
https://kids.nationalgeographic.com/animals/article/comeback-critter-gray-wolf,Comeback critter: Gray wolf,Caring people pass laws to help these canines expand their territory.,Allyson Shaw,,https://i.natgeofe.com/k/4715d2b3-64e2-4e29-a121-7291f81417a4/comeback-critter-wolves-og.jpg?w=374&h=232,2950,"Environment, Wildlife Management, Wildlife Reintroduction"
https://kids.nationalgeographic.com/animals/article/comeback-critter-southern-white-rhinoceros,Comeback critter: Southern white rhinoceros,Conservationists create parks to give this species another chance to thrive.,Allyson Shaw,,https://i.natgeofe.com/k/c543924b-39d0-4be2-b86b-cb20e3e71831/cc-southern-white-rhino-baby-mom.jpg?w=374&h=210,2763,Wildlife Conservation
https://kids.nationalgeographic.com/animals/article/comeback-critter-panda,​Comeback critter: Giant panda,Kind humans help these gentle giants bounce back in the wild.,Allyson Shaw,,https://i.natgeofe.com/k/238e96b0-078f-42d7-ad06-2b18ff674dfe/ngkAPR20_PANDA_Minden_00561225.jpg?w=374&h=249,2861,"Wildlife Conservation, Environment"
https://kids.nationalgeographic.com/animals/article/comeback-critter-golden-lion-tamarin,Comeback critter: Golden lion tamarin,Scientists help these primates reclaim their forest home.,Allyson Shaw,,https://i.natgeofe.com/k/48934023-33bd-46a9-86ef-e6724b05f3a1/comback-critter-golden-lion-tamarin.jpg?w=374&h=249,3034,"Environment, Wildlife Conservation"
https://kids.nationalgeographic.com/animals/article/zoo-animal-field-trips,Zoo Animal Field Trips,See animals from zoos and aquariums go on wild adventures.,Unknown,,https://i.natgeofe.com/k/4cb15b09-3f07-4b09-8613-32fe186cc552/sloth-dolphin.jpg?w=374&h=274,442,Animals
https://kids.nationalgeographic.com/animals/article/luna-the-otter,Luna the Sea Otter,"Luna the sea otter was rescued from the rocky shores of central California, where she was found alone, cold, and hungry. After spending several weeks at the Monterey Bay Aquarium in Monterey, California, the orphaned otter moved to her permanent home at the Shedd Aquarium in Chicago, Illinois. Since she was rescued, Luna has received swimming lessons, treats, and plenty of TLC from her loving caregivers. Check out photos of the precious pup.",Unknown,,https://i.natgeofe.com/k/acd82d33-1f0e-4600-8343-3714ebca10cb/otter-luna-with-bottle.jpg?w=374&h=210,0,Sea Otter
